order_id,customer_id,purchase_date,num_items,total_amount
ORD-00677,CUST-0031,2026-04-30,6,163.56
ORD-00772,CUST-0067,2026-03-04,12,419.61
ORD-00299,CUST-0114,2026-02-22,11,43.39
ORD-00364,CUST-0094,2026-05-09,5,2057.25
ORD-00582,CUST-0031,2026-02-24,19,768.76
ORD-00658,CUST-0185,2026-02-19,14,131.4
ORD-00228,CUST-0030,2026-03-13,10,175.63
ORD-00100,CUST-0173,2026-04-01,3,377.31
ORD-00619,CUST-0180,2026-04-22,2,159.39
ORD-00464,CUST-0126,2026-03-18,4,360.57
ORD-00531,CUST-0008,2026-02-24,20,388.27
ORD-00485,CUST-0152,2026-04-15,14,39.81
ORD-00340,CUST-0128,2026-02-23,15,2173.54
ORD-00466,CUST-0119,2026-03-09,14,38.23
ORD-00557,CUST-0019,2026-02-18,5,395.86
ORD-00573,CUST-0104,2026-03-03,14,123.38
ORD-00373,CUST-0141,2026-02-15,11,356.97
ORD-00350,CUST-0199,2026-03-13,6,40.86
ORD-00616,CUST-0034,2026-05-13,14,346.72
ORD-00212,CUST-0060,2026-02-23,8,295.16
ORD-00521,CUST-0022,2026-03-14,2,353.69
ORD-00312,CUST-0150,2026-02-18,20,173.01
ORD-00094,CUST-0171,2026-02-13,10,103.81
ORD-00001,CUST-0058,2026-02-21,4,1050.78
ORD-00037,CUST-0031,2026-02-19,12,263.09
ORD-00423,CUST-0121,2026-02-14,7,388.96
ORD-00733,CUST-0101,2026-02-18,10,56.9
ORD-00756,CUST-0147,2026-03-30,14,330.19
ORD-00767,CUST-0015,2026-05-10,6,417.3
ORD-00676,CUST-0040,2026-04-18,5,295.92
ORD-00122,CUST-0022,2026-05-10,13,334.21
ORD-00324,CUST-0060,2026-02-24,10,393.28
ORD-00458,CUST-0040,2026-02-24,8,75.32
ORD-00511,CUST-0096,2026-05-05,5,1511.96
ORD-00787,CUST-0147,2026-03-23,13,295.1
ORD-00459,CUST-0121,2026-03-16,20,353.25
ORD-00740,CUST-0120,2026-03-27,6,138.75
ORD-00471,CUST-0115,2026-02-20,14,445.86
ORD-00081,CUST-0010,2026-04-09,6,62.86
ORD-00659,CUST-0031,2026-04-03,9,289.48
ORD-00413,CUST-0082,2026-02-25,17,2362.81
ORD-00388,CUST-0155,2026-04-24,6,362.39
ORD-00229,CUST-0174,2026-03-15,3,2433.03
ORD-00520,CUST-0142,2026-02-19,2,1259.15
ORD-00641,CUST-0103,2026-02-22,17,217.13
ORD-00285,CUST-0144,2026-04-27,13,122.52
ORD-00660,CUST-0012,2026-03-10,2,403.32
ORD-00247,CUST-0038,2026-04-25,20,2216.95
ORD-00329,CUST-0027,2026-05-07,16,281.17
ORD-00504,CUST-0146,2026-04-06,5,122.48
ORD-00791,CUST-0186,2026-04-06,4,372.31
ORD-00170,CUST-0039,2026-04-18,14,950.39
ORD-00508,CUST-0165,2026-03-05,16,444.9
ORD-00481,CUST-0194,2026-05-08,13,273.94
ORD-00518,CUST-0063,2026-05-03,12,234.45
ORD-00161,CUST-0156,2026-05-03,8,2029.12
ORD-00012,CUST-0117,2026-05-03,8,195.88
ORD-00056,CUST-0041,2026-02-28,16,426.98
ORD-00572,CUST-0085,2026-04-22,8,279.88
ORD-00652,CUST-0020,2026-05-05,9,291.98
ORD-00614,CUST-0118,2026-02-15,2,1752.73
ORD-00355,CUST-0099,2026-03-27,14,373.48
ORD-00494,CUST-0195,2026-02-25,2,102.01
ORD-00762,CUST-0083,2026-04-26,10,226.68
ORD-00444,CUST-0075,2026-03-24,16,376.26
ORD-00632,CUST-0078,2026-02-14,1,331.96
ORD-00671,CUST-0149,2026-03-22,12,375.72
ORD-00532,CUST-0059,2026-02-21,9,230.32
ORD-00347,CUST-0198,2026-03-30,8,317.22
ORD-00730,CUST-0156,2026-02-12,1,329.63
ORD-00579,CUST-0153,2026-02-17,16,322.52
ORD-00538,CUST-0132,2026-05-02,6,282.37
ORD-00013,CUST-0172,2026-02-21,12,183.73
ORD-00322,CUST-0113,2026-02-14,20,90.95
ORD-00268,CUST-0124,2026-04-30,19,85.66
ORD-00065,CUST-0140,2026-05-05,8,87.14
ORD-00048,CUST-0020,2026-04-20,9,437.62
ORD-00452,CUST-0002,2026-04-20,5,467.62
ORD-00422,CUST-0106,2026-04-19,1,214.78
ORD-00610,CUST-0017,2026-05-02,15,350.97
ORD-00500,CUST-0026,2026-04-10,12,253.17
ORD-00726,CUST-0009,2026-02-15,8,46.04
ORD-00134,CUST-0031,2026-04-30,10,303.6
ORD-00030,CUST-0200,2026-04-24,12,273.76
ORD-00736,CUST-0044,2026-02-26,16,22.58
ORD-00389,CUST-0021,2026-03-31,19,2227.7
ORD-00186,CUST-0074,2026-05-07,7,74.07
ORD-00625,CUST-0018,2026-03-26,5,341.12
ORD-00583,CUST-0037,2026-04-13,10,1247.24
ORD-00495,CUST-0086,2026-02-27,18,112.15
ORD-00705,CUST-0049,2026-03-29,19,285.36
ORD-00107,CUST-0144,2026-03-16,5,336.45
ORD-00164,CUST-0026,2026-03-02,20,2420.26
ORD-00061,CUST-0172,2026-04-17,11,203.54
ORD-00136,CUST-0108,2026-05-05,17,16.19
ORD-00116,CUST-0098,2026-02-28,1,384.38
ORD-00171,CUST-0079,2026-04-09,5,832.68
ORD-00432,CUST-0183,2026-03-30,5,150.65
ORD-00490,CUST-0107,2026-04-25,15,285.01
ORD-00395,CUST-0188,2026-02-25,5,361.28
ORD-00279,CUST-0056,2026-03-20,16,212.54
ORD-00645,CUST-0062,2026-02-15,3,223.93
ORD-00410,CUST-0051,2026-03-31,18,379.18
ORD-00411,CUST-0010,2026-02-25,17,29.68
ORD-00692,CUST-0009,2026-04-20,9,441.99
ORD-00188,CUST-0105,2026-04-13,6,16.69
ORD-00738,CUST-0068,2026-04-04,13,447.6
ORD-00382,CUST-0111,2026-03-04,19,482.5
ORD-00096,CUST-0149,2026-05-13,10,220.22
ORD-00275,CUST-0088,2026-05-02,17,215.3
ORD-00449,CUST-0146,2026-04-20,1,396.69
ORD-00669,CUST-0072,2026-03-12,2,79.62
ORD-00337,CUST-0039,2026-05-13,3,932.09
ORD-00175,CUST-0173,2026-04-02,20,54.66
ORD-00142,CUST-0008,2026-03-15,19,195.33
ORD-00695,CUST-0135,2026-04-26,14,442.6
ORD-00773,CUST-0042,2026-02-14,3,199.03
ORD-00098,CUST-0189,2026-03-09,16,479.36
ORD-00706,CUST-0024,2026-03-11,18,249.82
ORD-00437,CUST-0184,2026-02-21,8,1327.19
ORD-00321,CUST-0047,2026-02-23,5,85.43
ORD-00369,CUST-0031,2026-04-20,16,456.72
ORD-00747,CUST-0115,2026-02-16,20,2398.56
ORD-00665,CUST-0002,2026-04-18,18,129.87
ORD-00179,CUST-0105,2026-03-19,16,239.84
ORD-00103,CUST-0127,2026-03-21,19,350.52
ORD-00052,CUST-0117,2026-04-22,13,1281.45
ORD-00476,CUST-0089,2026-03-06,13,131.03
ORD-00271,CUST-0156,2026-02-23,20,282.25
ORD-00304,CUST-0049,2026-05-08,15,289.54
ORD-00468,CUST-0180,2026-04-16,19,1347.97
ORD-00237,CUST-0191,2026-03-06,5,191.42
ORD-00263,CUST-0024,2026-04-24,16,2163.71
ORD-00691,CUST-0055,2026-05-10,13,94.5
ORD-00077,CUST-0091,2026-03-29,7,336.13
ORD-00682,CUST-0045,2026-03-09,2,137.22
ORD-00093,CUST-0104,2026-04-05,17,209.7
ORD-00153,CUST-0050,2026-02-27,17,489.47
ORD-00506,CUST-0126,2026-04-11,16,323.79
ORD-00588,CUST-0144,2026-03-12,5,197.75
ORD-00114,CUST-0139,2026-02-12,7,1315.79
ORD-00092,CUST-0185,2026-04-01,20,424.68
ORD-00014,CUST-0187,2026-04-09,3,93.69
ORD-00003,CUST-0060,2026-02-27,14,688.3
ORD-00241,CUST-0166,2026-03-28,4,189.63
ORD-00339,CUST-0164,2026-04-13,10,977.64
ORD-00493,CUST-0155,2026-03-06,7,1254.96
ORD-00213,CUST-0120,2026-03-15,9,336.09
ORD-00509,CUST-0172,2026-05-06,17,2193.55
ORD-00562,CUST-0111,2026-02-20,13,172.15
ORD-00041,CUST-0055,2026-05-04,17,337.13
ORD-00165,CUST-0062,2026-04-17,7,49.7
ORD-00303,CUST-0142,2026-02-24,20,236.27
ORD-00420,CUST-0098,2026-04-22,17,313.05
ORD-00367,CUST-0081,2026-05-04,19,1234.53
ORD-00207,CUST-0112,2026-02-15,10,375.17
ORD-00536,CUST-0002,2026-04-24,13,62.1
ORD-00270,CUST-0144,2026-04-08,19,219.84
ORD-00774,CUST-0174,2026-03-01,7,326.57
ORD-00624,CUST-0036,2026-04-30,4,440.8
ORD-00204,CUST-0085,2026-03-31,20,327.77
ORD-00510,CUST-0060,2026-05-07,1,422.0
ORD-00109,CUST-0041,2026-03-10,14,277.91
ORD-00117,CUST-0100,2026-03-13,1,156.02
ORD-00290,CUST-0023,2026-02-23,15,459.77
ORD-00121,CUST-0137,2026-04-22,15,489.57
ORD-00633,CUST-0101,2026-04-17,17,102.25
ORD-00524,CUST-0176,2026-03-02,16,461.91
ORD-00108,CUST-0157,2026-02-26,11,445.91
ORD-00429,CUST-0123,2026-04-07,7,249.12
ORD-00141,CUST-0193,2026-04-12,3,230.44
ORD-00621,CUST-0133,2026-04-16,16,1687.77
ORD-00638,CUST-0198,2026-03-28,18,382.97
ORD-00277,CUST-0194,2026-02-26,3,86.08
ORD-00745,CUST-0183,2026-03-01,8,48.61
ORD-00679,CUST-0176,2026-03-15,9,54.22
ORD-00104,CUST-0193,2026-03-23,8,1875.56
ORD-00760,CUST-0080,2026-03-27,1,398.1
ORD-00431,CUST-0102,2026-04-07,4,275.62
ORD-00309,CUST-0174,2026-03-27,10,388.71
ORD-00010,CUST-0050,2026-04-06,20,186.84
ORD-00646,CUST-0117,2026-05-06,8,1369.53
ORD-00211,CUST-0098,2026-04-20,6,308.04
ORD-00157,CUST-0088,2026-05-12,19,244.09
ORD-00486,CUST-0089,2026-04-21,14,32.93
ORD-00259,CUST-0030,2026-03-10,20,397.82
ORD-00561,CUST-0145,2026-04-12,12,309.6
ORD-00723,CUST-0043,2026-05-13,2,368.23
ORD-00390,CUST-0147,2026-05-08,19,113.09
ORD-00455,CUST-0079,2026-03-28,8,737.33
ORD-00427,CUST-0064,2026-02-15,9,104.02
ORD-00119,CUST-0008,2026-04-15,16,223.12
ORD-00712,CUST-0083,2026-02-12,13,174.58
ORD-00021,CUST-0150,2026-03-06,9,219.5
ORD-00670,CUST-0134,2026-05-02,2,448.77
ORD-00111,CUST-0113,2026-04-08,17,126.99
ORD-00678,CUST-0079,2026-03-06,12,111.53
ORD-00714,CUST-0178,2026-03-12,11,483.72
ORD-00609,CUST-0199,2026-03-16,16,11.21
ORD-00050,CUST-0043,2026-05-12,3,425.01
ORD-00639,CUST-0056,2026-05-04,1,16.74
ORD-00548,CUST-0167,2026-03-18,11,412.71
ORD-00262,CUST-0096,2026-05-01,11,335.24
ORD-00656,CUST-0039,2026-05-12,8,1228.59
ORD-00385,CUST-0163,2026-03-08,10,132.55
ORD-00776,CUST-0045,2026-02-15,1,74.7
ORD-00667,CUST-0189,2026-05-12,11,1814.95
ORD-00376,CUST-0093,2026-04-18,5,251.58
ORD-00127,CUST-0194,2026-04-15,3,328.71
ORD-00174,CUST-0111,2026-03-05,16,302.44
ORD-00517,CUST-0102,2026-03-07,9,140.72
ORD-00604,CUST-0034,2026-05-06,9,72.05
ORD-00023,CUST-0040,2026-03-11,3,431.08
ORD-00217,CUST-0076,2026-04-30,8,185.53
ORD-00135,CUST-0095,2026-03-02,2,219.48
ORD-00230,CUST-0094,2026-02-16,13,403.44
ORD-00234,CUST-0119,2026-04-02,20,40.91
ORD-00020,CUST-0144,2026-03-16,5,130.6
ORD-00781,CUST-0077,2026-03-27,18,307.83
ORD-00169,CUST-0170,2026-04-14,9,315.65
ORD-00193,CUST-0107,2026-03-09,5,145.08
ORD-00368,CUST-0189,2026-02-19,9,65.48
ORD-00789,CUST-0130,2026-02-21,16,338.54
ORD-00351,CUST-0052,2026-03-16,2,31.42
ORD-00138,CUST-0167,2026-02-12,5,368.83
ORD-00704,CUST-0180,2026-02-13,12,23.79
ORD-00784,CUST-0062,2026-02-19,10,262.96
ORD-00346,CUST-0018,2026-03-25,12,17.94
ORD-00537,CUST-0034,2026-04-04,15,141.92
ORD-00611,CUST-0055,2026-03-06,13,220.1
ORD-00533,CUST-0175,2026-03-29,18,221.17
ORD-00467,CUST-0001,2026-02-16,10,203.62
ORD-00298,CUST-0083,2026-03-17,19,492.41
ORD-00306,CUST-0183,2026-03-17,4,419.48
ORD-00047,CUST-0109,2026-04-12,7,229.37
ORD-00067,CUST-0170,2026-03-07,1,281.2
ORD-00172,CUST-0120,2026-02-26,19,224.75
ORD-00314,CUST-0022,2026-02-13,13,1917.96
ORD-00603,CUST-0106,2026-02-16,4,2000.44
ORD-00516,CUST-0159,2026-04-30,4,127.83
ORD-00778,CUST-0090,2026-02-12,9,194.1
ORD-00106,CUST-0032,2026-03-08,15,999.15
ORD-00786,CUST-0108,2026-05-10,16,136.86
ORD-00320,CUST-0197,2026-03-05,17,1174.19
ORD-00353,CUST-0074,2026-03-14,9,1794.15
ORD-00711,CUST-0096,2026-04-29,17,479.71
ORD-00232,CUST-0096,2026-03-27,9,412.16
ORD-00255,CUST-0183,2026-03-13,13,62.79
ORD-00752,CUST-0180,2026-04-08,17,437.12
ORD-00642,CUST-0022,2026-05-03,18,84.66
ORD-00777,CUST-0079,2026-02-26,1,307.48
ORD-00693,CUST-0128,2026-02-24,20,326.52
ORD-00019,CUST-0165,2026-04-03,7,203.46
ORD-00196,CUST-0196,2026-03-17,18,172.56
ORD-00544,CUST-0020,2026-04-22,14,156.58
ORD-00330,CUST-0070,2026-03-08,4,383.16
ORD-00015,CUST-0164,2026-04-12,6,142.0
ORD-00383,CUST-0078,2026-03-10,2,263.35
ORD-00749,CUST-0052,2026-05-08,14,1866.57
ORD-00205,CUST-0184,2026-02-16,18,164.85
ORD-00547,CUST-0085,2026-05-13,13,313.27
ORD-00039,CUST-0162,2026-04-14,19,44.72
ORD-00799,CUST-0021,2026-04-25,11,98.19
ORD-00393,CUST-0016,2026-02-15,13,45.68
ORD-00489,CUST-0182,2026-03-14,8,157.06
ORD-00788,CUST-0137,2026-04-19,11,118.74
ORD-00414,CUST-0077,2026-04-23,13,371.53
ORD-00440,CUST-0074,2026-03-13,7,150.46
ORD-00649,CUST-0185,2026-04-23,16,265.75
ORD-00445,CUST-0086,2026-05-09,1,304.76
ORD-00630,CUST-0064,2026-04-03,5,325.22
ORD-00133,CUST-0063,2026-04-18,3,416.15
ORD-00091,CUST-0171,2026-02-17,7,44.22
ORD-00782,CUST-0071,2026-02-15,4,174.44
ORD-00502,CUST-0005,2026-05-08,19,372.47
ORD-00163,CUST-0079,2026-03-18,10,494.13
ORD-00783,CUST-0183,2026-02-21,11,137.7
ORD-00591,CUST-0074,2026-04-15,10,950.46
ORD-00173,CUST-0129,2026-02-14,10,470.97
ORD-00793,CUST-0079,2026-05-02,8,373.92
ORD-00780,CUST-0170,2026-02-23,13,13.59
ORD-00215,CUST-0065,2026-02-27,10,217.49
ORD-00281,CUST-0012,2026-02-16,19,336.23
ORD-00463,CUST-0134,2026-04-18,19,90.46
ORD-00005,CUST-0072,2026-02-13,18,229.66
ORD-00060,CUST-0067,2026-02-18,19,164.7
